"Generation","Fitness"
"0","1024.3299252524596"
"1","883.1930969983806"
"2","883.1930969983806"
"3","883.1930969983806"
"4","883.0040452639337"
"5","566.2911957482819"
"6","566.2911957482819"
"7","566.2911957482819"
"8","659.2561940843923"
"9","496.6366152428781"
"10","496.6366152428781"
"11","496.6366152428781"
"12","445.02297975649765"
"13","445.0314955207664"
"14","445.0314955207664"
"15","434.2105398452618"
"16","434.2105398452618"
"17","434.2105398452618"
"18","434.2105398452618"
"19","434.2105398452618"
"20","432.45916978251836"
"21","432.45916978251836"
"22","432.45916978251836"
"23","432.45916978251836"
"24","432.45916978251836"
"25","432.1272469332312"
"26","432.1272469332312"
"27","432.1272469332312"
"28","432.08379377458476"
"29","432.08379377458476"
"30","422.25377954088094"
"31","422.25377954088094"
"32","421.4571481591192"
"33","421.4571481591192"
"34","421.4571481591192"
"35","421.4571481591192"
"36","421.4571481591192"
"37","421.4571481591192"
"38","421.4571481591192"
"39","421.4571481591192"
"40","421.4571481591192"
"41","421.4571481591192"
"42","421.4571481591192"
"43","421.4571481591192"
"44","419.9417272681474"
"45","419.9417272681474"
"46","419.94172726814753"
"47","419.94172726814753"
"48","419.94172726814753"
"49","419.94172726814753"
"50","419.94172726814753"
"51","421.4571481591192"
"52","421.4571481591192"
"53","421.4571481591192"
"54","421.4571481591192"
"55","421.4571481591192"
"56","421.4571481591192"
"57","421.4571481591192"
"58","421.4571481591192"
"59","421.4571481591192"
"60","421.4571481591192"
"61","421.4571481591192"
"62","421.4571481591192"
"63","421.4571481591192"
"64","421.4571481591192"
"65","421.4571481591192"
"66","421.4571481591192"
"67","421.4571481591192"
"68","421.4571481591192"
"69","421.4571481591192"
"70","421.4571481591192"
"71","421.4571481591192"
"72","421.4571481591192"
"73","421.4571481591192"
"74","421.4571481591192"
"75","421.4571481591192"
"76","421.4571481591192"
"77","421.4571481591192"
"78","421.4571481591192"
"79","419.85131220253635"
"80","419.85131220253635"
"81","419.85131220253635"
"82","419.85131220253635"
"83","419.85131220253635"
"84","57.532146679662304"
"85","57.532146679662304"
"86","57.532146679662304"
"87","57.532146679662304"
"88","57.051533268917964"
"89","57.051533268917964"
"90","57.051533268917964"
"91","57.09661411093147"
"92","56.17343756974967"
"93","56.17343756974967"
"94","75.93517380325257"
"95","57.128800838483755"
"96","57.128800838483755"
"97","57.128800838483755"
"98","57.051533268917964"
"99","56.17343756974967"
"100","56.16717238762051"
"101","56.1671723876205"
"102","56.17040837261365"
"103","56.17040837261365"
"104","56.17040837261365"
"105","56.17040837261365"
"106","56.17040837261365"
"107","56.17040837261365"
"108","56.17040837261365"
"109","56.17040837261365"
"110","56.17040837261365"
"111","56.17040837261365"
"112","7.125759306285492"
"113","7.125759306285487"
"114","7.125759306285487"
"115","8.634791820146452"
"116","7.125759306285487"
"117","7.125759306285487"
"118","7.125759306285487"
"119","7.125759306285487"
"120","7.125759306285487"
"121","7.125759306285487"
"122","7.125759306285487"
"123","7.125759306285487"
"124","7.125759306285487"
"125","7.125759306285487"
"126","7.125759306285487"
"127","4.87424069371448"
"128","1.3949730259810167E-13"
