"Generation","Fitness"
"0","90.5783982507367"
"1","80.75897703140862"
"2","78.54319461858965"
"3","73.80391836451503"
"4","55.346096360841926"
"5","55.346096360841926"
"6","55.346096360841926"
"7","55.346096360841926"
"8","55.346096360841926"
"9","55.346096360841926"
"10","55.346096360841926"
"11","55.346096360841926"
"12","55.346096360841926"
"13","55.346096360841926"
"14","55.346096360841926"
"15","55.346096360841926"
"16","55.346096360841926"
"17","55.346096360841926"
"18","55.346096360841926"
"19","55.346096360841926"
"20","55.346096360841926"
"21","55.346096360841926"
"22","55.346096360841926"
"23","55.346096360841926"
"24","55.346096360841926"
"25","55.346096360841926"
"26","55.346096360841926"
"27","55.346096360841926"
"28","55.346096360841926"
"29","55.346096360841926"
"30","55.346096360841926"
"31","55.346096360841926"
"32","55.346096360841926"
"33","55.346096360841926"
"34","55.346096360841926"
"35","55.346096360841926"
"36","55.346096360841926"
"37","55.346096360841926"
"38","55.346096360841926"
"39","55.346096360841926"
"40","55.346096360841926"
"41","55.346096360841926"
"42","55.346096360841926"
"43","55.346096360841926"
"44","55.346096360841926"
"45","55.346096360841926"
"46","55.346096360841926"
"47","55.346096360841926"
"48","55.346096360841926"
"49","55.346096360841926"
"50","55.346096360841926"
"51","55.346096360841926"
"52","55.346096360841926"
"53","55.346096360841926"
"54","55.346096360841926"
"55","55.346096360841926"
"56","55.346096360841926"
"57","55.346096360841926"
"58","55.346096360841926"
"59","55.346096360841926"
"60","55.346096360841926"
"61","55.346096360841926"
"62","55.346096360841926"
"63","55.346096360841926"
"64","55.346096360841926"
"65","55.346096360841926"
"66","55.346096360841926"
"67","55.346096360841926"
"68","55.346096360841926"
"69","55.346096360841926"
"70","55.346096360841926"
"71","55.346096360841926"
"72","55.346096360841926"
"73","55.346096360841926"
"74","55.346096360841926"
"75","55.346096360841926"
"76","55.346096360841926"
"77","55.346096360841926"
"78","55.346096360841926"
"79","55.346096360841926"
"80","55.346096360841926"
"81","55.346096360841926"
"82","55.346096360841926"
"83","55.346096360841926"
"84","55.346096360841926"
"85","55.346096360841926"
"86","55.346096360841905"
"87","55.346096360841926"
"88","55.346096360841926"
"89","55.346096360841926"
"90","55.346096360841926"
"91","55.346096360841926"
"92","55.346096360841926"
"93","55.346096360841926"
"94","55.346096360841926"
"95","55.346096360841926"
"96","55.346096360841926"
"97","55.346096360841926"
"98","55.346096360841926"
"99","55.346096360841926"
"100","55.346096360841926"
"101","55.346096360841926"
"102","55.346096360841926"
"103","55.346096360841926"
"104","55.346096360841926"
"105","55.346096360841926"
"106","55.346096360841926"
"107","55.346096360841926"
"108","55.346096360841926"
"109","55.346096360841926"
"110","55.346096360841926"
"111","55.346096360841926"
"112","55.346096360841926"
"113","55.346096360841926"
"114","55.346096360841926"
"115","55.346096360841926"
"116","55.346096360841926"
"117","53.9054422223945"
"118","53.9054422223945"
"119","53.9054422223945"
"120","53.905442222394505"
"121","53.905442222394505"
"122","53.905442222394505"
"123","53.905442222394505"
"124","53.905442222394505"
"125","53.905442222394505"
"126","53.905442222394505"
"127","53.905442222394505"
"128","53.905442222394505"
"129","53.905442222394505"
"130","53.905442222394505"
"131","2.0"
"132","3.552713678800501E-17"
